0.0;2.7;0.2
0.0;6.0;0.2
1.0;7.6;0.3
1.0;8.5;0.3
2.0;9.2;0.3
2.0;10.3;0.3
3.0;11.0;0.3
4.0;12.1;0.4
5.0;12.6;0.4
6.0;13.5;0.4
7.0;14.0;0.4
9.0;15.4;0.4
11.0;17.5;0.4
12.0;17.9;0.4
14.0;19.5;0.4
16.0;20.4;0.5
19.0;22.4;0.5
20.0;22.4;0.5
23.0;24.4;0.5
24.0;24.5;0.5
27.0;26.3;0.5
29.0;26.3;0.5
32.0;28.1;0.6
33.0;27.9;0.6
36.0;28.8;0.6
37.0;28.5;0.6
39.0;28.9;0.6
40.0;28.6;0.6
41.0;28.7;0.7
42.0;28.3;0.7
44.0;28.4;0.7
45.0;28.1;0.7
46.0;28.1;0.7
47.0;28.0;0.8
49.0;28.2;0.8
50.0;28.0;0.8
51.0;27.9;0.8
54.0;28.4;0.8
55.0;28.5;0.7
58.0;29.3;0.7
60.0;29.4;0.8
63.0;30.2;0.8
66.0;30.5;0.8
67.0;30.5;0.8
72.0;32.1;0.8
75.0;32.7;0.8
80.0;34.1;0.8
83.0;34.4;0.8
86.0;35.2;0.8
91.0;36.6;0.8
97.0;38.1;0.8
100.0;38.6;0.8
105.0;39.5;0.8
108.0;40.1;0.8
114.0;41.4;0.8
117.0;41.7;0.8
121.0;42.6;0.8
125.0;42.9;0.8
127.0;43.1;0.8
133.0;44.2;0.8
136.0;44.5;0.8
142.0;45.7;0.8
145.0;45.8;0.8
151.0;47.2;0.9
156.0;47.8;0.9
162.0;49.0;0.9
165.0;49.3;0.9
168.0;49.5;0.9
175.0;50.7;1.0
179.0;51.0;1.0
188.0;52.7;1.0
189.0;52.4;1.0
191.0;52.1;1.0
201.0;54.1;1.0
207.0;55.0;1.0
217.0;56.8;1.2
221.0;57.2;1.0
229.0;58.6;1.1
232.0;58.5;1.1
240.0;59.8;1.1
244.0;60.1;1.2
253.0;61.6;1.2
258.0;61.9;1.4
264.0;62.6;1.6
266.0;62.5;1.4
272.0;63.1;1.4
279.0;63.9;1.6
288.0;65.2;1.7
295.0;66.0;1.5
302.0;66.9;1.5
304.0;66.6;1.7
309.0;66.9;1.5
318.0;68.1;1.5
323.0;68.6;1.6
331.0;69.2;1.6
339.0;70.3;1.7
347.0;71.1;1.6
356.0;72.3;1.6
365.0;73.3;1.7
374.0;74.4;1.7
383.0;75.4;1.7
392.0;76.5;1.7
401.0;77.4;1.8
411.0;78.6;1.8
420.0;79.6;1.9
427.0;80.2;1.9
437.0;81.2;1.9
446.0;82.1;2.1
455.0;83.1;2.1
465.0;84.2;2.1
474.0;85.0;2.2
482.0;85.7;2.2
492.0;86.7;2.2
500.0;87.2;1.9
509.0;88.0;1.9
518.0;88.7;1.9
526.0;89.3;1.8
535.0;90.1;1.8
544.0;90.9;1.8
552.0;91.5;2.1
562.0;92.3;2.1
571.0;93.0;2.4
579.0;93.6;2.1
588.0;94.3;2.1
597.0;94.9;2.5
606.0;95.6;2.4
615.0;96.3;2.4
623.0;96.8;2.5
632.0;97.3;2.2
639.0;97.6;2.2
648.0;98.1;2.2
656.0;98.7;2.2
664.0;99.2;2.3
673.0;99.7;2.3
682.0;100;2.3
690.0;100;2.1
699.0;101;2.2
709.0;102;2.2
718.0;102;2.2
726.0;103;2.2
736.0;103;2.2
744.0;104;2.3
752.0;104;2.1
760.0;104;2.1
769.0;105;2.1
776.0;105;2.4
785.0;106;2.4
794.0;106;2.4
802.0;106;2.7
810.0;107;2.7
818.0;107;2.6
827.0;108;2.6
836.0;108;2.6
845.0;108;2.8
852.0;109;2.5
861.0;109;2.5
869.0;109;2.5
878.0;110;2.5
885.0;110;3.0
892.0;110;2.9
901.0;111;2.9
911.0;111;2.9
920.0;111;2.9
927.0;112;3.4
935.0;112;3.3
944.0;112;3.3
953.0;113;3.3
962.0;113;3.3
969.0;113;3.5
977.0;114;3.4
985.0;114;3.4
994.0;114;3.4
1002.0;114;3.6
1009.0;115;3.5
1018.0;115;3.5
1026.0;115;3.5
1035.0;115;3.5
1043.0;116;3.6
1050.0;116;3.2
1058.0;116;3.2
1067.0;116;3.2
1075.0;117;3.2
1083.0;117;3.4
1091.0;117;3.0
1099.0;117;3.0
1107.0;118;3.0
1116.0;118;3.0
1123.0;118;3.0
1130.0;118;2.9
1138.0;118;2.9
1147.0;118;2.9
1155.0;119;2.9
1164.0;119;2.9
1170.0;119;2.9
1179.0;119;2.9
1188.0;120;2.9
1197.0;120;2.9
1205.0;120;2.9
1213.0;120;3.4
1221.0;121;2.9
1230.0;121;2.9
1239.0;121;2.9
1248.0;121;2.9
1255.0;121;3.3
1264.0;122;2.9
1272.0;122;2.9
1281.0;122;2.9
1290.0;122;2.9
1297.0;122;2.9
1305.0;123;2.9
1313.0;123;2.9
1322.0;123;2.9
1331.0;123;2.9
1338.0;123;2.9
1346.0;123;2.9
1355.0;124;2.9
1363.0;124;2.9
1372.0;124;2.9
1379.0;124;2.9
1387.0;124;2.9
1395.0;125;2.9
1404.0;125;2.9
1412.0;125;2.9
1420.0;125;2.9
1426.0;125;2.9
1435.0;125;2.9
1443.0;125;2.9
1451.0;126;2.9
1460.0;126;3.0
1469.0;126;3.0
1475.0;126;3.6
1482.0;126;3.0
1489.0;126;3.0
1496.0;126;3.0
1505.0;126;3.0
1514.0;127;3.0
1521.0;127;3.3
1528.0;127;2.7
1537.0;127;2.7
1546.0;127;2.7
1553.0;127;2.7
1560.0;127;2.7
1567.0;127;2.7
1573.0;127;2.7
1579.0;127;3.3
1586.0;127;2.7
1594.0;127;2.7
1602.0;127;2.7
1611.0;128;2.7
1620.0;128;2.7
1629.0;128;2.7
1635.0;128;3.4
1643.0;128;3.0
1649.0;128;3.0
1656.0;128;3.0
1663.0;128;3.0
1669.0;128;3.0
1675.0;128;3.4
1679.0;128;3.0
1687.0;128;3.0
1696.0;128;3.0
1704.0;128;3.0
1710.0;128;3.7
1716.0;128;3.1
1723.0;128;3.1
1732.0;128;3.1
1739.0;128;3.5
1746.0;128;3.1
1754.0;129;3.1
1761.0;129;3.1
1768.0;129;3.4
1776.0;129;3.5
1784.0;129;3.5
1792.0;129;3.5
1800.0;129;3.9
1806.0;129;3.8
1814.0;129;3.8
1822.0;129;3.8
1830.0;129;3.8
1838.0;129;3.8
1844.0;129;4.2
1851.0;129;3.8
1859.0;130;3.8
1867.0;130;3.9
1875.0;130;3.9
1882.0;130;3.9
1890.0;130;3.9
1896.0;130;4.2
1902.0;130;4.1
1909.0;130;4.1
1916.0;130;4.1
1924.0;130;4.1
1932.0;130;4.1
1941.0;130;4.1
1947.0;130;4.1
1956.0;130;4.1
1964.0;130;4.1
1971.0;130;4.2
1978.0;130;4.2
1986.0;131;4.2
1993.0;130;4.2
2001.0;131;4.2
2010.0;131;4.3
2018.0;131;4.7
2024.0;131;4.3
2032.0;131;4.3
2040.0;131;4.3
2048.0;131;4.3
2056.0;131;4.3
2064.0;131;4.3
2070.0;131;4.7
2076.0;131;4.3
2083.0;131;4.3
2090.0;131;4.3
2098.0;131;4.3
2106.0;131;4.3
2114.0;131;4.3
2119.0;131;4.4
2127.0;131;4.4
2136.0;132;4.4
2144.0;132;4.4
2153.0;132;4.4
2159.0;132;4.4
2168.0;132;4.4
2176.0;132;4.4
2185.0;132;4.4
2193.0;132;4.4
2200.0;132;4.6
2206.0;132;4.4
2213.0;132;4.4
2220.0;132;4.4
2227.0;132;4.4
2235.0;132;4.4
2243.0;132;4.4
2251.0;132;4.5
2257.0;132;4.7
2263.0;132;4.6
2269.0;132;4.6
2277.0;132;4.6
2284.0;132;4.1
2293.0;132;4.1
2299.0;132;4.1
2306.0;132;4.6
2312.0;132;4.5
2320.0;132;4.5
2328.0;133;4.5
2335.0;133;4.5
2343.0;133;4.5
2350.0;133;4.5
2358.0;133;4.5
2365.0;133;5.4
2373.0;133;4.8
2381.0;133;4.8
2388.0;133;4.8
2396.0;133;4.8
2404.0;133;4.8
2412.0;133;4.8
2417.0;133;5.3
2424.0;133;4.6
2432.0;133;4.6
2438.0;133;4.6
2445.0;133;4.6
2453.0;133;4.6
2460.0;133;4.6
2466.0;133;5.2
2472.0;133;5.0
2479.0;133;5.0
2485.0;133;5.0
2493.0;133;5.0
2500.0;133;5.0
2507.0;133;5.2
2513.0;133;5.2
2519.0;133;5.1
2525.0;133;5.1
2533.0;133;5.1
2541.0;133;5.1
2548.0;133;5.1
2556.0;133;5.1
2563.0;133;5.7
2568.0;133;5.1
2575.0;133;5.1
2582.0;133;5.1
2589.0;133;5.1
2596.0;133;5.1
2603.0;133;5.1
2611.0;133;5.1
2617.0;133;5.7
2622.0;133;5.7
